fold,epoch,train_loss,train_acc,val_loss,val_acc,lr
6,1,5.1625600664788,0.013573381091526063,4.84021195524117,0.033927056827820185,0.001
6,2,4.80862265458396,0.03412197191064191,4.593496886424031,0.05089058524173028,0.0009890738003669028
6,3,4.610337378740738,0.05401074559336413,4.421389336703287,0.08142493638676845,0.0009567727288213003
6,4,4.464678124620076,0.06588745404844942,4.354912258387623,0.08736217133163698,0.0009045084971874737
6,5,4.343291265079737,0.07898953718540862,4.180914522127341,0.10347752332485156,0.0008345653031794292
6,6,4.246754880247674,0.09199736073145443,4.078062961827506,0.1297709923664122,0.00075
6,7,4.1676669877687225,0.10330851164105948,4.037248076373384,0.1289228159457167,0.0006545084971874737
6,8,4.095316710981351,0.11801300782354604,3.920982519785563,0.1475826972010178,0.0005522642316338268
6,9,4.039766345355364,0.12385710246017533,3.9369718185211258,0.15097540288379982,0.0004477357683661734
6,10,3.9792706966175415,0.13337732114242623,3.841228248508832,0.17387616624257846,0.0003454915028125264
6,11,3.956086114120591,0.13903289659722876,3.8538032763079126,0.17557251908396945,0.0002500000000000001
6,12,3.9059607793635567,0.1449712508247714,3.8074645397519538,0.17896522476675147,0.00016543469682057103
6,13,3.8996743443032686,0.14874163446130645,3.811626712986733,0.18490245971162,9.549150281252631e-05
6,14,3.869405550313542,0.15863889150721086,3.7835314381011367,0.18490245971162,4.322727117869951e-05
6,15,3.8627687970299065,0.15637666132528985,3.780105016714845,0.18490245971162,1.0926199633097156e-05
