fold,epoch,train_loss,train_acc,val_loss,val_acc,lr
2,1,5.254733883252478,0.008294844000377038,5.098873143685481,0.009329940627650551,0.001
2,2,5.00621729416676,0.019417475728155338,4.8048045010360445,0.03307888040712468,0.0009938441702975688
2,3,4.810613571074942,0.030068809501366763,4.6148078346576,0.04240882103477523,0.0009755282581475768
2,4,4.644179060070575,0.03958902818361768,4.400295902653403,0.04834605597964377,0.0009455032620941839
2,5,4.508835472073134,0.04807239136582147,4.252918308523371,0.08227311280746395,0.0009045084971874737
2,6,4.413854436112996,0.057498350457159016,4.1410098027333655,0.08821034775233248,0.0008535533905932737
2,7,4.3297851292641365,0.06664153077575644,4.069800089333803,0.1085665818490246,0.0007938926261462366
2,8,4.236029689886622,0.08144028654915637,3.961632253559491,0.10347752332485156,0.0007269952498697733
2,9,4.182400607829022,0.07870675841266848,3.9110857944957678,0.11535199321458864,0.0006545084971874737
2,10,4.127417300376493,0.09001790932227355,3.8624559548873836,0.13570822731128074,0.0005782172325201155
2,11,4.0607767985604,0.10264869450466585,3.7709746767243053,0.1458863443596268,0.0005
2,12,4.030358586889801,0.10217739655009897,3.7544823572532517,0.1594571670907549,0.0004217827674798847
2,13,3.9794609398113274,0.11556225845979828,3.740740933592184,0.15776081424936386,0.00034549150281252633
2,14,3.957991578866831,0.11405410500518427,3.6502270338593954,0.17217981340118746,0.00027300475013022663
2,15,3.928314075673129,0.1200867188236403,3.632302750764609,0.1670907548770144,0.00020610737385376348
2,16,3.903238187154014,0.12263172777830145,3.6010560977246624,0.179813401187447,0.00014644660940672625
2,17,3.8810187963280223,0.1289471203694976,3.6248263882013374,0.17726887192536048,9.549150281252631e-05
2,18,3.856555203800883,0.12904137996041098,3.579795294641134,0.17217981340118746,5.4496737905816096e-05
2,19,3.849242251424316,0.1338486190969931,3.5761868286375478,0.183206106870229,2.447174185242323e-05
2,20,3.8594195433055796,0.13639362805165425,3.6073558813844118,0.17726887192536048,6.15582970243117e-06
