fold,epoch,train_loss,train_acc,val_loss,val_acc,lr
1,1,5.161045902197182,0.015647092091620324,4.903209065460775,0.029686174724342665,0.001
1,2,4.811460828003554,0.036572721274389666,4.62885629170218,0.04749787955894826,0.0009938441702975688
1,3,4.607689790467715,0.05174851541144312,4.441303196147501,0.06276505513146735,0.0009755282581475768
1,4,4.4465367800554105,0.06588745404844942,4.360436328292601,0.08736217133163698,0.0009455032620941839
1,5,4.342972188297502,0.081346026958243,4.251432813558668,0.10602205258693809,0.0009045084971874737
1,6,4.249842620275733,0.09265717786784805,4.189824605412762,0.1077184054283291,0.0008535533905932737
1,7,4.154959548574802,0.11179187482326326,4.105525612123342,0.1280746395250212,0.0007938926261462366
1,8,4.087858968028722,0.11490244132340466,4.03980152317788,0.1475826972010178,0.0007269952498697733
1,9,4.015710999507438,0.1324347252332925,4.050025900710529,0.1297709923664122,0.0006545084971874737
1,10,3.9596147608246874,0.13724196436987462,3.86911476902076,0.1670907548770144,0.0005782172325201155
1,11,3.9034230095331806,0.14647940427938544,3.84723197251078,0.17217981340118746,0.0005
1,12,3.8692333233301417,0.15364313318880196,3.803337741039687,0.1823579304495335,0.0004217827674798847
1,13,3.8461387429591096,0.1627863135073994,3.787063809751554,0.19253604749787956,0.00034549150281252633
1,14,3.798873362234214,0.17334338768969743,3.7472574324603807,0.19083969465648856,0.00027300475013022663
1,15,3.779591679247197,0.17598265623527193,3.74567805598407,0.19338422391857507,0.00020610737385376348
1,16,3.7463387842058786,0.18013007823546046,3.7253241526868206,0.19508057675996607,0.00014644660940672625
1,17,3.7427054972526816,0.1776793288717127,3.757038172672521,0.19083969465648856,9.549150281252631e-05
1,18,3.731331169352431,0.18587991328117637,3.7810592942565453,0.18744698897370654,5.4496737905816096e-05
1,19,3.7323202391081587,0.18503157696295597,3.6964225008691947,0.1993214588634436,2.447174185242323e-05
1,20,3.722425914505153,0.18729380714487698,3.735185757039259,0.1984732824427481,6.15582970243117e-06
