fold,epoch,train_loss,train_acc,val_loss,val_acc
8,1,5.2617261985469606,0.008388312912346842,5.114852293237968,0.013582342954159592
8,2,5.095992834269158,0.016776625824693685,5.022900820183228,0.023769100169779286
8,3,5.008539919354352,0.022525918944392084,4.94491594392294,0.02631578947368421
