fold,epoch,train_loss,train_acc,val_loss,val_acc,lr
5,1,5.233420288139154,0.010839852955038176,5.091351188776147,0.016115351993214587,0.001
5,2,5.038945230510437,0.015364313318880196,4.866601971876227,0.02374893977947413,0.0009938441702975688
5,3,4.877309760225741,0.019323216137241965,4.693692193180954,0.02544529262086514,0.0009755282581475768
5,4,4.744583186829997,0.03138844377415402,4.5251337266554765,0.05343511450381679,0.0009455032620941839
5,5,4.628061874814662,0.04072014327457819,4.400979335071477,0.05597964376590331,0.0009045084971874737
5,6,4.517997981578558,0.04675275709303422,4.252893929970881,0.06446140797285835,0.0008535533905932737
5,7,4.43491522033631,0.05363370722971062,4.165096346254162,0.08821034775233248,0.0007938926261462366
5,8,4.3554414979631035,0.0625883683664813,4.103958696506102,0.09584393553859202,0.0007269952498697733
5,9,4.275562967405949,0.07173154868507871,4.071832750286461,0.10432569974554708,0.0006545084971874737
5,10,4.217330615519803,0.08172306532189651,3.982561036628419,0.1077184054283291,0.0005782172325201155
5,11,4.165860728433663,0.08860401545857291,3.8974482681510607,0.11280746395250212,0.0005
5,12,4.117001222523637,0.09444811009520218,3.831436232048339,0.13740458015267176,0.0004217827674798847
5,13,4.068742674317793,0.09350551418606844,3.814126919850745,0.1458863443596268,0.00034549150281252633
5,14,4.027933195608367,0.09906683004995759,3.770038511310218,0.15351993214588636,0.00027300475013022663
5,15,4.015684596509463,0.0982184937317372,3.723051231932701,0.16539440203562342,0.00020610737385376348
5,16,3.9648146361901966,0.10868130832312188,3.7256480116678357,0.1636980491942324,0.00014644660940672625
5,17,3.962742544746453,0.11179187482326326,3.712105505945725,0.16793893129770993,9.549150281252631e-05
5,18,3.9467896564773817,0.11631633518710528,3.6933645395225545,0.17133163698049195,5.4496737905816096e-05
5,19,3.9320233162818727,0.11603355641436516,3.6854341438607303,0.16963528413910092,2.447174185242323e-05
5,20,3.9350390258524417,0.11754170986897917,3.7094445624929855,0.17133163698049195,6.15582970243117e-06
